epoch,train_loss,train_risk_loss,train_class_loss,train_risk_macro_auc,train_subject_accuracy,train_subject_balanced_accuracy,train_subject_macro_f1,train_subject_macro_auc,train_binary_auc,train_risk_auc_AD,train_risk_auc_PD,train_risk_auc_MS,val_loss,val_risk_loss,val_class_loss,val_risk_macro_auc,val_subject_accuracy,val_subject_balanced_accuracy,val_subject_macro_f1,val_subject_macro_auc,val_binary_auc,val_risk_auc_AD,val_risk_auc_PD,val_risk_auc_MS,lr
1,1.6888379325037417,1.0199482285458108,1.337779420355092,0.9271,0.6956521739130435,0.7215079365079365,0.7070361240032501,0.9402092204942938,0.9749253731343284,0.8532,0.9859,0.9422,1.5724418515508825,0.9487140395424583,1.2474556267261505,0.8115,0.6521739130434783,0.7142857142857143,0.628066378066378,0.8455539891395154,0.9017857142857143,0.5357,0.9778,0.9211,0.0005
2,1.3501446361127107,0.8352284120476764,1.0298324377640433,0.9944,0.9456521739130435,0.9553571428571428,0.9469029632378325,0.997113463910339,1.0,0.9855,1.0,0.9977,1.2996331751346588,0.7935791347514499,1.0121080875396729,0.8871,0.6521739130434783,0.7,0.6592851592851593,0.9051926691729323,0.9375,0.6875,1.0,0.9737,0.0005
3,1.0354096578515095,0.6582421131755994,0.7543350800223972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1652704910798506,0.7095465375618502,0.9114478887482123,0.9107,0.782608695652174,0.8071428571428572,0.8034188034188033,0.9241071428571428,0.9375,0.7321,1.0,1.0,0.0005
4,0.8138135137765304,0.5249145862848862,0.5777978591296984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.055701228027994,0.636378945952112,0.838644565506415,0.9405,0.782608695652174,0.8071428571428572,0.8034188034188033,0.9431390977443609,0.9553571428571428,0.8214,1.0,1.0,0.0005
5,0.6991712881171185,0.44941799355589823,0.4995065873083861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0988643928007646,0.6439048742706125,0.9099190289323981,0.9196,0.6956521739130435,0.7357142857142858,0.7222222222222221,0.9330357142857143,0.9285714285714286,0.7589,1.0,1.0,0.0005
6,0.6073317815428195,0.38844143411387566,0.43778069978174955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0820367431098765,0.6289860768751665,0.9061013216322119,0.9286,0.7391304347826086,0.7714285714285714,0.767361111111111,0.9364426691729323,0.9375,0.7857,1.0,1.0,0.0005
7,0.5440677287785903,0.34202604060587677,0.40408337116241455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0894891294566067,0.6211995462124998,0.9365791556510058,0.9219,0.6956521739130435,0.7357142857142858,0.7222222222222221,0.9280257936507936,0.9285714285714286,0.7768,0.9889,1.0,0.0005
8,0.48728067667587943,0.300115168094635,0.3743310179399407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.064895432103764,0.6049474870616739,0.9198958799242973,0.9338,0.7391304347826086,0.7714285714285714,0.7573870573870574,0.9391865079365079,0.9375,0.8125,0.9889,1.0,0.0005
9,0.44590384804684186,0.2718859909669213,0.3480357139006905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0775235952301458,0.6100883873348887,0.9348704144358635,0.9375,0.7391304347826086,0.7714285714285714,0.7573870573870574,0.9419642857142857,0.9375,0.8125,1.0,1.0,0.00025
10,0.41868015138999276,0.25119504539862925,0.3349702131489049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1322871771725742,0.6395495002242652,0.9854753535579551,0.9315,0.6956521739130435,0.7357142857142858,0.7222222222222221,0.936954365079365,0.9464285714285714,0.7946,1.0,1.0,0.00025
11,0.4042801447536634,0.24025806693927101,0.328044154851333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0802199576388707,0.6094732635061849,0.9414933713322337,0.9286,0.7391304347826086,0.7714285714285714,0.7658730158730158,0.9441964285714286,0.9553571428571428,0.7857,1.0,1.0,0.00025
12,0.3905329686144124,0.22924532618211663,0.3225752846054409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1367521319877019,0.6489818475463174,0.9755405614321883,0.9345,0.782608695652174,0.8071428571428572,0.8174603174603174,0.9352678571428572,0.9375,0.8036,1.0,1.0,0.00025
