epoch,train_loss,train_risk_loss,train_class_loss,train_risk_macro_auc,train_subject_accuracy,train_subject_balanced_accuracy,train_subject_macro_f1,train_subject_macro_auc,train_binary_auc,train_risk_auc_AD,train_risk_auc_PD,train_risk_auc_MS,val_loss,val_risk_loss,val_class_loss,val_risk_macro_auc,val_subject_accuracy,val_subject_balanced_accuracy,val_subject_macro_f1,val_subject_macro_auc,val_binary_auc,val_risk_auc_AD,val_risk_auc_PD,val_risk_auc_MS,lr
1,1.478080411579298,0.9061755885248599,1.1438096404075622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3278996551578695,0.8289290802045302,0.9979411526159807,0.9896,0.9565217391304348,0.9642857142857143,0.958041958041958,0.9922123015873016,1.0,0.9911,0.9778,1.0,0.0005
2,1.0207396367321844,0.653586499069048,0.7343062768811764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1359084099531174,0.7213021327148784,0.829212562604384,0.9933,0.9130434782608695,0.9285714285714286,0.912878787878788,0.9972222222222222,1.0,0.9911,0.9889,1.0,0.0005
3,0.7626620899076048,0.5004263069318688,0.5244715703570324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0417205163023688,0.6480193896727129,0.7874022430994294,0.9762,0.8695652173913043,0.8726190476190476,0.8805555555555555,0.9747899159663865,0.9705882352941176,0.9286,1.0,1.0,0.0005
4,0.5783689024655715,0.38187587053879446,0.3929860620394997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9792563420805064,0.5966338569467718,0.7652449689128182,0.9837,0.782608695652174,0.8011904761904762,0.7862470862470863,0.9806139122315592,0.9803921568627452,0.9732,0.9778,1.0,0.0005
5,0.46334355784499126,0.3002370489680249,0.3262130172356315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.040495396337726,0.622943430123004,0.8351039351387457,0.9725,0.7391304347826086,0.7654761904761904,0.7445804195804195,0.9744631185807656,0.9803921568627452,0.9286,0.9889,1.0,0.0005
6,0.3906629681587219,0.24480752361857372,0.29171088972817294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9838215668093074,0.5838295478712429,0.7999840355054899,0.9874,0.8695652173913043,0.8666666666666667,0.8682449494949496,0.9880748132586368,0.9901960784313726,0.9732,0.9889,1.0,0.0005
7,0.3517089833383975,0.21194256038769432,0.2795328439577766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04890941422094,0.6309950292449106,0.8358287736773491,0.9844,0.8695652173913043,0.8928571428571428,0.8671328671328672,0.9882936507936508,1.0,0.9643,0.9889,1.0,0.0005
8,0.3055668164854464,0.1754220312056334,0.2602895703004754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9397534734823487,0.5708229595964606,0.7378610118546269,0.997,0.8695652173913043,0.8583333333333334,0.8775995246583481,0.9977678571428572,1.0,0.9911,1.0,1.0,0.0005
9,0.2646808260160944,0.14298491775989533,0.24339181547579558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.036667769944126,0.6136952941729263,0.8459449640729211,0.9837,0.8695652173913043,0.8785714285714286,0.8663752913752913,0.985297035480859,0.9901960784313726,0.9732,0.9778,1.0,0.0005
10,0.24808021343272665,0.12740186796240185,0.2413566926251287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0856135131960565,0.6527959194711663,0.8656352104788477,0.9889,0.8695652173913043,0.8785714285714286,0.8663752913752913,0.9944444444444445,1.0,1.0,0.9778,0.9889,0.0005
11,0.2306683283785115,0.11159571972878082,0.2381452167811601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0332425541498444,0.595572036945007,0.8753410411829298,0.9866,0.8260869565217391,0.8226190476190476,0.8272727272727272,0.9875291783380019,0.9901960784313726,0.9821,0.9889,0.9889,0.0005
12,0.20903943193995433,0.09525157627852067,0.22757571002711421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4076047902080147,0.8295897011729804,1.1560301899232648,0.9547,0.7391304347826086,0.7511904761904762,0.7339743589743589,0.9611198646125116,0.9803921568627452,0.9196,0.9778,0.9667,0.0005
13,0.20225639939308165,0.0889649101573488,0.22658297847146575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1974052732641047,0.7336892389099706,0.9274320551617579,0.974,0.9130434782608695,0.9142857142857144,0.9137806637806638,0.9805059523809524,1.0,0.9554,0.9778,0.9889,0.00025
14,0.18332515151604362,0.07481579547343047,0.21701871260352756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1894111504608935,0.716442105952989,0.9459380798719146,0.971,0.8260869565217391,0.8226190476190476,0.8369949494949495,0.9782738095238095,1.0,0.9464,0.9778,0.9889,0.00025
15,0.17349531391392584,0.0666909299466921,0.21360876832319342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1726374615999786,0.6996255080130968,0.9460238959978927,0.9807,0.9130434782608695,0.9226190476190477,0.9188311688311688,0.9830648926237162,0.9901960784313726,0.9643,0.9778,1.0,0.00025
16,0.16927753583244656,0.06269372325876485,0.21316762631354125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3287064104594968,0.8250727036290548,1.0072674331339924,0.9681,0.782608695652174,0.786904761904762,0.7972222222222222,0.9735906862745098,0.9901960784313726,0.9375,0.9778,0.9889,0.00025
