epoch,train_loss,train_risk_loss,train_class_loss,train_risk_macro_auc,train_subject_accuracy,train_subject_balanced_accuracy,train_subject_macro_f1,train_subject_macro_auc,train_binary_auc,train_risk_auc_AD,train_risk_auc_PD,train_risk_auc_MS,val_loss,val_risk_loss,val_class_loss,val_risk_macro_auc,val_subject_accuracy,val_subject_balanced_accuracy,val_subject_macro_f1,val_subject_macro_auc,val_binary_auc,val_risk_auc_AD,val_risk_auc_PD,val_risk_auc_MS,lr
1,1.716459205876226,1.035565670158552,1.3617870735085529,0.8726,0.6086956521739131,0.6198565323565324,0.6091441441441442,0.8775972713472714,0.9195804195804196,0.7773,0.9104,0.9302,1.6217967624014074,0.9849791391329332,1.2736352302811362,0.8534,0.5652173913043478,0.5654761904761905,0.5737179487179488,0.8803304216423412,0.9215686274509804,0.8036,0.9804,0.7763,0.0005
2,1.4327855120534483,0.8790007586064545,1.1075694939364558,0.9878,0.9456521739130435,0.9553571428571428,0.9443926351028216,0.994140625,1.0,0.9643,1.0,0.9992,1.414427032524889,0.8662513453852047,1.0963513796979731,0.8523,0.6086956521739131,0.6339285714285714,0.5968614718614719,0.8787916482382427,0.9803921568627452,0.7411,1.0,0.8158,0.0005
3,1.1008872648944026,0.695161077250605,0.8114523783974026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.313743688843467,0.8079663786021146,1.011554603549567,0.8726,0.6956521739130435,0.7113095238095237,0.6892857142857143,0.9107465354562878,0.9803921568627452,0.7232,1.0,0.8947,0.0005
4,0.8836327179618504,0.5666382538235706,0.6339889329412709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2636692280119115,0.7735257785428654,0.9802869036793709,0.8802,0.6521739130434783,0.6696428571428571,0.6608391608391608,0.9107465354562878,0.9803921568627452,0.7589,1.0,0.8816,0.0005
5,0.7272296366484269,0.4674296550128771,0.519599969231564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2443247884511948,0.7476498091762717,0.993349972773682,0.8993,0.6956521739130435,0.7321428571428571,0.7,0.914874502432552,0.9803921568627452,0.7768,1.0,0.9211,0.0005
6,0.6449433005374411,0.4113888875297878,0.4671088234238003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2270379337397488,0.735931604761969,0.9822126552462578,0.9068,0.6521739130434783,0.6696428571428571,0.6600815850815851,0.9284861971104231,0.9803921568627452,0.8125,1.0,0.9079,0.0005
7,0.5608717389728712,0.3539184225642163,0.4139066322990086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2400675544684583,0.7361786423081701,1.0077778161926703,0.9024,0.6521739130434783,0.6696428571428571,0.6555361305361306,0.9194562693498451,0.9705882352941178,0.8125,1.0,0.8947,0.0005
8,0.4998598593732585,0.30868844467660655,0.38234282809755077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2890711372548884,0.7662236287512563,1.045695006170056,0.8905,0.6521739130434783,0.6696428571428571,0.6600815850815851,0.9105276979212737,0.9803921568627452,0.7768,1.0,0.8947,0.0005
9,0.4592403987179632,0.27765717273173124,0.36316644938095755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2697340168736198,0.7524067515676672,1.0346545302732424,0.9068,0.6956521739130435,0.7113095238095238,0.696969696969697,0.9205136001769129,0.9803921568627452,0.8125,1.0,0.9079,0.0005
10,0.40259692513424417,0.23789689864801325,0.3294000532316125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2370151789350943,0.7347137291323055,1.0046029094267974,0.9068,0.6956521739130435,0.7113095238095238,0.6945804195804196,0.9227457430340558,0.9803921568627452,0.8125,1.0,0.9079,0.0005
11,0.37722893849663114,0.21681891757508984,0.3208200427501098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3003128773786805,0.7716080319475044,1.057409722696651,0.9068,0.6521739130434783,0.6696428571428571,0.6593240093240094,0.9205136001769129,0.9705882352941178,0.8125,1.0,0.9079,0.00025
12,0.3825549695802771,0.21899221202601557,0.3271255154972491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3157542161643505,0.775045070797205,1.0814182900569655,0.9068,0.6521739130434783,0.6696428571428571,0.6593240093240094,0.9147731461005455,0.9607843137254902,0.8125,1.0,0.9079,0.00025
13,0.36100554803143375,0.202444326877594,0.31712244114150173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3113617947833105,0.7688899255273017,1.084943762557073,0.9008,0.7391304347826086,0.7738095238095238,0.7377622377622377,0.9258163791832522,0.9705882352941178,0.7946,1.0,0.9079,0.00025
14,0.3383574899124063,0.1866552080149236,0.30340456431326657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3502914509312673,0.800773290747946,1.0990362956442616,0.9008,0.6521739130434783,0.6696428571428571,0.6555361305361306,0.9172241264927024,0.9705882352941178,0.7946,1.0,0.9079,0.00025
